State,UDISE State Code,Grade,Question Description,Average (%)
Tripura,16,Grade 8,Teachers participated in professional development program,42.98365123
Tripura,16,Grade 8,Teachers have responded that the parents take interest in school activities,92.46947083
Tripura,16,Grade 8,of schools have adequate qualified teaching staff,57.0781427
Tripura,16,Grade 8,of schools have adequate supporting staff,28.6036036
Tripura,16,Grade 8,of schools have adequate audio visual resources,28.31257078
Tripura,16,Grade 8,of schools have adequate library resources,27.95941375
Tripura,16,Grade 8,of schools participate in sports activities,97.4128234
Tripura,16,Grade 8,Understand the protocols for COVID symptom reporting,98.16576087
Tripura,16,Grade 8,Aware of the measures to be taken for wellbeing of the children and school staff,97.96057104
Tripura,16,Grade 8,Know about the school reopening guidelines,98.23728814
Tripura,16,Grade 8,I learnt many things:,33.46439184
Tripura,16,Grade 8,Experiences During Pandemic,60.35498384
Tripura,16,Grade 8,Obstacles to learning in pandemic,97.69341838
Tripura,16,Grade 8,No Digital Device at Home,75.04833547
Tripura,16,Grade 8,Follow the Covid-19 hygiene protocols,77.31036885
Tripura,16,Grade 8,"Experienced worry, anxiety and fear during pandemic",95.97077255
Tripura,16,Grade 8,Happy being by myself at home,75.94335816
Uttarakhand,5,Grade 10,students like to go to school,98.34255
Uttarakhand,5,Grade 10,students use home language as medium of instruction in the class,84.24111
Uttarakhand,5,Grade 10,CWSN students get facilities from school,78.93862
Uttarakhand,5,Grade 10,"students could understand, what teachers teach in the class",97.85935
Uttarakhand,5,Grade 10,Students get parental support for their educational achievement,83.325386
Uttarakhand,5,Grade 10,Teachers have adequate instructional material and supplies,32.5148
Uttarakhand,5,Grade 10,Teachers have adequate work space,50.482033
Uttarakhand,5,Grade 10,Teachers say that they are overloaded with the work,29.539474
Uttarakhand,5,Grade 10,Teachers have responded that the school building needs major repair,27.929901
Uttarakhand,5,Grade 10,Teachers have responded that there is lack of drinking water facilities in school,13.898008
Uttarakhand,5,Grade 10,Teachers have responded that there are inadequate toilet facilities in school,14.051215
Uttarakhand,5,Grade 10,Teachers participated in professional development program,60.593407
Uttarakhand,5,Grade 10,Teachers have responded that the parents take interest in school activities,85.43583
Uttarakhand,5,Grade 10,of schools have adequate qualified teaching staff,81.59341
Uttarakhand,5,Grade 10,of schools have adequate supporting staff,51.45326
Uttarakhand,5,Grade 10,of schools have adequate audio visual resources,32.180748
Uttarakhand,5,Grade 10,of schools have adequate library resources,41.82032
Uttarakhand,5,Grade 10,of schools participate in sports activities,98.8663
Uttarakhand,5,Grade 10,Understand the protocols for COVID symptom reporting,99.30009
Uttarakhand,5,Grade 10,Aware of the measures to be taken for wellbeing of the children and school staff,99.40919
Uttarakhand,5,Grade 10,Know about the school reopening guidelines,99.167946
Uttarakhand,5,Grade 10,I learnt many things:,66
Uttarakhand,5,Grade 10,Experiences During Pandemic,68
Uttarakhand,5,Grade 10,Obstacles to learning in pandemic,31
Uttarakhand,5,Grade 10,No Digital Device at Home,32
Uttarakhand,5,Grade 10,Follow the Covid-19 hygiene protocols,92
Uttarakhand,5,Grade 10,"Experienced worry, anxiety and fear during pandemic",40
Uttarakhand,5,Grade 10,Happy being by myself at home,43
Uttarakhand,5,Grade 3,students like to go to school,97.10822187
Uttarakhand,5,Grade 3,students use home language as medium of instruction in the class,86.47288207
Uttarakhand,5,Grade 3,CWSN students get facilities from school,74.8423151
Uttarakhand,5,Grade 3,"students could understand, what teachers teach in the class",96.3161568
Uttarakhand,5,Grade 3,Students get parental support for their educational achievement,81.51287789
Uttarakhand,5,Grade 3,Teachers have adequate instructional material and supplies,39.35217092
Uttarakhand,5,Grade 3,Teachers have adequate work space,53.30578512
Uttarakhand,5,Grade 3,Teachers say that they are overloaded with the work,28.42395045
Uttarakhand,5,Grade 3,Teachers have responded that the school building needs major repair,22.27586207
Uttarakhand,5,Grade 3,Teachers have responded that there is lack of drinking water facilities in school,11.90640055
Uttarakhand,5,Grade 3,Teachers have responded that there are inadequate toilet facilities in school,11.27147766
Uttarakhand,5,Grade 3,Teachers participated in professional development program,51.61734343
Uttarakhand,5,Grade 3,Teachers have responded that the parents take interest in school activities,88.23933975
Uttarakhand,5,Grade 3,of schools have adequate qualified teaching staff,81.59340659
Uttarakhand,5,Grade 3,of schools have adequate supporting staff,51.45326002
Uttarakhand,5,Grade 3,of schools have adequate audio visual resources,32.18074656
Uttarakhand,5,Grade 3,of schools have adequate library resources,41.82032169
Uttarakhand,5,Grade 3,of schools participate in sports activities,98.8663018
Uttarakhand,5,Grade 3,Understand the protocols for COVID symptom reporting,98.9704873
Uttarakhand,5,Grade 3,Aware of the measures to be taken for wellbeing of the children and school staff,99.17638984
Uttarakhand,5,Grade 3,Know about the school reopening guidelines,99.45054945
Uttarakhand,5,Grade 3,I learnt many things:,59
Uttarakhand,5,Grade 3,Experiences During Pandemic,57
Uttarakhand,5,Grade 3,Obstacles to learning in pandemic,40
Uttarakhand,5,Grade 3,No Digital Device at Home,41
Uttarakhand,5,Grade 3,Follow the Covid-19 hygiene protocols,86
Uttarakhand,5,Grade 3,"Experienced worry, anxiety and fear during pandemic",37
Uttarakhand,5,Grade 3,Happy being by myself at home,40
Uttarakhand,5,Grade 5,students like to go to school,97.70667834
Uttarakhand,5,Grade 5,students use home language as medium of instruction in the class,86.43722669
Uttarakhand,5,Grade 5,CWSN students get facilities from school,75.11263191
Uttarakhand,5,Grade 5,"students could understand, what teachers teach in the class",96.13333086
Uttarakhand,5,Grade 5,Students get parental support for their educational achievement,83.50236392
Uttarakhand,5,Grade 5,Teachers have adequate instructional material and supplies,39.13978495
Uttarakhand,5,Grade 5,Teachers have adequate work space,54.12778177
Uttarakhand,5,Grade 5,Teachers say that they are overloaded with the work,28.42857143
Uttarakhand,5,Grade 5,Teachers have responded that the school building needs major repair,22.47673586
Uttarakhand,5,Grade 5,Teachers have responded that there is lack of drinking water facilities in school,13.58112938
Uttarakhand,5,Grade 5,Teachers have responded that there are inadequate toilet facilities in school,10.22889843
Uttarakhand,5,Grade 5,Teachers participated in professional development program,56.587473
Uttarakhand,5,Grade 5,Teachers have responded that the parents take interest in school activities,85.90844063
Uttarakhand,5,Grade 5,of schools have adequate qualified teaching staff,81.59340659
Uttarakhand,5,Grade 5,of schools have adequate supporting staff,51.45326002
Uttarakhand,5,Grade 5,of schools have adequate audio visual resources,32.18074656
Uttarakhand,5,Grade 5,of schools have adequate library resources,41.82032169
Uttarakhand,5,Grade 5,of schools participate in sports activities,98.8663018
Uttarakhand,5,Grade 5,Understand the protocols for COVID symptom reporting,99.07076483
Uttarakhand,5,Grade 5,Aware of the measures to be taken for wellbeing of the children and school staff,99
Uttarakhand,5,Grade 5,Know about the school reopening guidelines,99.14346895
Uttarakhand,5,Grade 5,I learnt many things:,65
Uttarakhand,5,Grade 5,Experiences During Pandemic,65
Uttarakhand,5,Grade 5,Obstacles to learning in pandemic,39
Uttarakhand,5,Grade 5,No Digital Device at Home,38
Uttarakhand,5,Grade 5,Follow the Covid-19 hygiene protocols,85
Uttarakhand,5,Grade 5,"Experienced worry, anxiety and fear during pandemic",41
Uttarakhand,5,Grade 5,Happy being by myself at home,39
Uttarakhand,5,Grade 8,students like to go to school,98.41046095
Uttarakhand,5,Grade 8,students use home language as medium of instruction in the class,80.55958964
Uttarakhand,5,Grade 8,CWSN students get facilities from school,80.23249838
Uttarakhand,5,Grade 8,"students could understand, what teachers teach in the class",96.9960239
Uttarakhand,5,Grade 8,Students get parental support for their educational achievement,83.28808137
Uttarakhand,5,Grade 8,Teachers have adequate instructional material and supplies,31.89119171
Uttarakhand,5,Grade 8,Teachers have adequate work space,51.11398964
Uttarakhand,5,Grade 8,Teachers say that they are overloaded with the work,30.45278137
Uttarakhand,5,Grade 8,Teachers have responded that the school building needs major repair,29.49249094
Uttarakhand,5,Grade 8,Teachers have responded that there is lack of drinking water facilities in school,14.0087878
Uttarakhand,5,Grade 8,Teachers have responded that there are inadequate toilet facilities in school,13.86445939
Uttarakhand,5,Grade 8,Teachers participated in professional development program,53.2659409
Uttarakhand,5,Grade 8,Teachers have responded that the parents take interest in school activities,84.7426946
Uttarakhand,5,Grade 8,of schools have adequate qualified teaching staff,81.59340659
Uttarakhand,5,Grade 8,of schools have adequate supporting staff,51.45326002
Uttarakhand,5,Grade 8,of schools have adequate audio visual resources,32.18074656
Uttarakhand,5,Grade 8,of schools have adequate library resources,41.82032169
Uttarakhand,5,Grade 8,of schools participate in sports activities,98.8663018
Uttarakhand,5,Grade 8,Understand the protocols for COVID symptom reporting,99.35417205
Uttarakhand,5,Grade 8,Aware of the measures to be taken for wellbeing of the children and school staff,98.96587384
Uttarakhand,5,Grade 8,Know about the school reopening guidelines,98.96694215
Uttarakhand,5,Grade 8,I learnt many things:,34.95395305
Uttarakhand,5,Grade 8,Experiences During Pandemic,61.38182617
Uttarakhand,5,Grade 8,Obstacles to learning in pandemic,98.0802089
Uttarakhand,5,Grade 8,No Digital Device at Home,79.2342918
Uttarakhand,5,Grade 8,Follow the Covid-19 hygiene protocols,79.63713298
Uttarakhand,5,Grade 8,"Experienced worry, anxiety and fear during pandemic",96.60148715
Uttarakhand,5,Grade 8,Happy being by myself at home,81.27659778
Uttar Pradesh,9,Grade 10,students like to go to school,98.69681
Uttar Pradesh,9,Grade 10,students use home language as medium of instruction in the class,85.87677
Uttar Pradesh,9,Grade 10,CWSN students get facilities from school,71.400566
Uttar Pradesh,9,Grade 10,"students could understand, what teachers teach in the class",97.51694
Uttar Pradesh,9,Grade 10,Students get parental support for their educational achievement,83.46031
Uttar Pradesh,9,Grade 10,Teachers have adequate instructional material and supplies,36.265587
Uttar Pradesh,9,Grade 10,Teachers have adequate work space,61.427128
Uttar Pradesh,9,Grade 10,Teachers say that they are overloaded with the work,37.16115
Uttar Pradesh,9,Grade 10,Teachers have responded that the school building needs major repair,28.809818
Uttar Pradesh,9,Grade 10,Teachers have responded that there is lack of drinking water facilities in school,17.630566
Uttar Pradesh,9,Grade 10,Teachers have responded that there are inadequate toilet facilities in school,18.344679
Uttar Pradesh,9,Grade 10,Teachers participated in professional development program,29.816927
Uttar Pradesh,9,Grade 10,Teachers have responded that the parents take interest in school activities,89.261696
